*Date;*Amount;Payee;Description;Reference;Check Number
21/07/2025;-1000.00;Settlement;Digital Payment Dt;Absa Bank D Mpp;
21/07/2025;-3200.00;Dale Super;Atm Withdrawal;Card No. 2676;
21/07/2025;-800.00;Dale Super;Atm Withdrawal;Card No. 2676;
21/07/2025;13800.00;Durban Nor;Npf Credit;Eftbbh85mn3wn002/African Paper;
21/07/2025;-500.00;Settlement;Digital Payment Dt;Absa Bank Lamel;
21/07/2025;2160.00;Settlement;Acb Credit;Vegmo Accessori;
21/07/2025;520.00;Settlement;Acb Credit;Daz Arts;
22/07/2025;147.60;Merch/Serv;Acb Credit;Absa Card 00481572 458 Cc (Effective 21/07/2025);
22/07/2025;2428.60;Merch/Serv;Acb Credit;Absa Card 00481572 458 Dd (Effective 21/07/2025);
22/07/2025;-1618.35;Settlement;Digital Payment Dt;Absa Bank Eskom;
22/07/2025;0;Settlement;Proof Of Pmt Email;;
22/07/2025;-1500.00;Settlement;Digital Payment Dt;Absa Bank D Mpp;
22/07/2025;-3000.00;Settlement;Payshap Ext Debit;Property Tawi;
22/07/2025;-1327.03;Settlement;Pos Purchase;Card No. 2676 Dischem Northlands Phar Kz (Effective 19/07/2025);
22/07/2025;-1165.00;Settlement;Pos Purchase;Card No. 2676 Superspar Eastmans Kwazu (Effective 20/07/2025);
22/07/2025;-1890.00;Settlement;Pos Purchase;Card No. 2676 Spar Eastmans Glena (Effective 20/07/2025);
22/07/2025;5616.50;Settlement;Acb Credit;Royal T;
23/07/2025;429.00;Merch/Serv;Acb Credit;Absa Card 00481572 459 Dd (Effective 22/07/2025);
23/07/2025;-2800.00;Settlement;Payshap Ext Debit;Property Tawi;
23/07/2025;-400.00;Settlement;Pos Purchase;Card No. 2676 Caltex Winston Park Durba;
24/07/2025;520.00;Merch/Serv;Acb Credit;Absa Card 00481572 460 Dd (Effective 23/07/2025);
24/07/2025;-500.00;Settlement;Payshap Ext Debit;The Courier Guy;
24/07/2025;0;Settlement;Proof Of Paymt Sms;;
24/07/2025;-4000.00;La Lucia B;Atm Withdrawal;Card No. 2676;
24/07/2025;4128.75;Settlement;Acb Credit;Royal T;
24/07/2025;419.40;Settlement;Acb Credit;Capitec Lee-anne;
24/07/2025;-24500.00;Settlement;Digital Payment Dt;Absa Bank D Mpp;
25/07/2025;3063.00;Merch/Serv;Acb Credit;Absa Card 00481572 461 Cc (Effective 24/07/2025);
25/07/2025;-3000.00;Spar River;Atm Withdrawal;Card No. 2676;
25/07/2025;-7032.13;Settlement;Int Debit Order To;Absa Bank 3057859530;
25/07/2025;1389.50;Settlement;Acb Credit;Vegmo Accessori;
26/07/2025;157.70;Merch/Serv;Acb Credit;Absa Card 00481572 462 Dd (Effective 25/07/2025);
26/07/2025;0;Headoffice;Honouring Fee;Low Balance (Effective 25/06/2025);
26/07/2025;-520.07;Settlement;Pos Purchase;Card No. 2676 Engen La Lucia La Lu (Effective 24/07/2025);
26/07/2025;260.00;Settlement;Acb Credit;Linkey;
27/07/2025;759.85;Merch/Serv;Acb Credit;Absa Card 00481572 463 Dd (Effective 26/07/2025);
27/07/2025;491.20;Merch/Serv;Acb Credit;Absa Card 00481572 463 Cc (Effective 26/07/2025);
28/07/2025;0;C/L Pta Kz;Counter Statement;;
29/07/2025;3708.45;Merch/Serv;Acb Credit;Absa Card 00481572 464 Dd;
29/07/2025;13800.00;Durban Nor;Npf Credit;Eftbbkq2535xn002/African Paper;
29/07/2025;780.00;Settlement;Payshap Ext Credit;Kamel;
29/07/2025;-4200.00;Settlement;Imdte Digital Pmt;Absa Bank Property Tawi 1619557f22;
29/07/2025;-1000.00;La Lucia B;Atm Withdrawal;Card No. 2676;
29/07/2025;5867.50;Settlement;Acb Credit;Royal Tombstones;
30/07/2025;260.00;Merch/Serv;Acb Credit;Absa Card 00481572 465 Dd (Effective 29/07/2025);
30/07/2025;-780.00;Settlement;Payshap Ext Debit;John;
31/07/2025;639.50;Merch/Serv;Acb Credit;Absa Card 00481572 466 Cc (Effective 30/07/2025);
31/07/2025;1698.80;Merch/Serv;Acb Credit;Absa Card 00481572 466 Dd (Effective 30/07/2025);
31/07/2025;-2447.73;Merch/Serv;Acb Debit:Internal;Absa Card Fees/Fooie 00481572 (Effective 30/07/2025);
31/07/2025;-940.00;Settlement;Digital Payment Dt;Absa Bank Diana;
31/07/2025;-2250.00;Settlement;Digital Payment Dt;Absa Bank Diana;
31/07/2025;-11000.00;Settlement;Imdte Digital Pmt;Absa Bank Property Tawi 161957af5e;
31/07/2025;13800.00;Durban Nor;Npf Credit;Eftbbmz5s2hyn002/African Paper;
31/07/2025;-2997.11;Settlement;Digital Payment Dt;Absa Bank Lamel;
31/07/2025;-1500.00;Settlement;Digital Payment Dt;Absa Bank Kamel;
31/07/2025;-1500.00;Settlement;Digital Payment Dt;Absa Bank Kamel;
31/07/2025;-8000.00;Settlement;Digital Payment Dt;Absa Bank D Mpp;
